x,y
1.356739467682935407e+00,-1.108203928370244729e+00
1.350675524467698674e+00,-1.110243263402725944e+00
1.344607834949848924e+00,-1.112271429399984690e+00
1.338536419992678583e+00,-1.114288419374793726e+00
1.332461300410501925e+00,-1.116294226401285394e+00
1.326382496981500569e+00,-1.118288843609964500e+00
1.320624230059241455e+00,-1.120166545907619549e+00
1.314862497352877080e+00,-1.122033646380462990e+00
1.309313742988059692e+00,-1.123820445717310657e+00
1.303761696961748262e+00,-1.125597026373191589e+00
1.298368895907918708e+00,-1.127311708214874475e+00
1.292972939236477048e+00,-1.129016456988630734e+00
1.288061988790879742e+00,-1.130558034897224839e+00
1.283148190766580488e+00,-1.132090569217795828e+00
1.278720753989754266e+00,-1.133463960916220037e+00
1.274291621626067128e+00,-1.134831917147057778e+00
1.270349956776130496e+00,-1.136044015373023575e+00
1.266406797944569673e+00,-1.137251273088397907e+00
1.262625341445806848e+00,-1.138403944429558168e+00
1.258842470298910943e+00,-1.139551970146277515e+00
1.255221502601358896e+00,-1.140646005387710105e+00
1.251599192351708911e+00,-1.141735591970209907e+00
1.248138982814325004e+00,-1.142771785138928520e+00
1.244677501751521032e+00,-1.143803726994876868e+00
1.241378316378734858e+00,-1.144782873321484429e+00
1.238077929789248799e+00,-1.145757966001974326e+00
1.234940031689014672e+00,-1.146680861796632200e+00
1.231801001559205355e+00,-1.147599902070232547e+00
1.228824650809404062e+00,-1.148467344804612100e+00
1.225847236254447248e+00,-1.149331130496553888e+00
1.223360776625228796e+00,-1.150050000483524348e+00
1.220873875893179861e+00,-1.150767342418081096e+00
1.218550517608061101e+00,-1.151435964662431033e+00
1.216226749431857046e+00,-1.152103158948483808e+00
1.213738531080789107e+00,-1.152815915019824944e+00
1.211249875493830563e+00,-1.153527141925241306e+00
1.208924881813640440e+00,-1.154190051202108158e+00
1.206599481587258715e+00,-1.154851531564633937e+00
1.203781710583370801e+00,-1.155653070406228888e+00
1.200964433557315525e+00,-1.156456338983835819e+00
1.197655488184986128e+00,-1.157401990526299995e+00
1.194347128085503584e+00,-1.158349672432548161e+00
1.190547404529278319e+00,-1.159440630502458491e+00
1.186748358482731636e+00,-1.160533919141048864e+00
1.182458261506492248e+00,-1.161771374628561615e+00
1.178168935377400972e+00,-1.163011460422475718e+00
1.173388878508387689e+00,-1.164396601176772128e+00
1.168609686930904168e+00,-1.165784671485571300e+00
1.163340569034652328e+00,-1.167320298093611264e+00
1.158073358290933275e+00,-1.168862386668851672e+00
1.152316730787776633e+00,-1.170553519146525279e+00
1.146561165835248808e+00,-1.172248179151820890e+00
1.140425632001092815e+00,-1.174060856566307098e+00
1.134292347555662994e+00,-1.175881056503449651e+00
1.128160737404668046e+00,-1.177706903105352643e+00
1.122030246684350807e+00,-1.179536514528072511e+00
1.115900877732193930e+00,-1.181369890057428540e+00
1.109772633394186636e+00,-1.183207028843422215e+00
1.103645516661235337e+00,-1.185047929982956605e+00
1.097519531464174358e+00,-1.186892592254738421e+00
1.091395184419176267e+00,-1.188742913497802256e+00
1.085273228773724785e+00,-1.190600714540856142e+00
1.079152930811408284e+00,-1.192464166269582959e+00
1.073033775332462803e+00,-1.194331375822413221e+00
1.067241860767307093e+00,-1.196102618328023892e+00
1.061451016947609682e+00,-1.197877422161532923e+00
1.056150280064217739e+00,-1.199505577036626081e+00
1.050850523135599346e+00,-1.201136993074106707e+00
1.045714727151532797e+00,-1.202721390597453199e+00
1.040579899361065541e+00,-1.204308943462549131e+00
1.035934786300401367e+00,-1.205748215419618408e+00
1.031290544151312938e+00,-1.207190344187245801e+00
1.026810052073884760e+00,-1.208584642959733113e+00
1.022330413653667280e+00,-1.209981694350757087e+00
1.018014443371809241e+00,-1.211330612201234169e+00
1.013699299378658436e+00,-1.212682181562896755e+00
1.009547738920880455e+00,-1.213985314614102862e+00
1.005396976860924774e+00,-1.215290998193303107e+00
1.001735119583477385e+00,-1.216445361674959313e+00
9.980739654876342737e-01,-1.217601976062771874e+00
9.945761704943447690e-01,-1.218709345977776914e+00
9.910790548953568591e-01,-1.219818864406441827e+00
9.877452119980111300e-01,-1.220878835952918351e+00
9.844120196890616681e-01,-1.221940855188167641e+00
9.812420118873703689e-01,-1.222953025682115502e+00
9.780726254893898908e-01,-1.223967143152405734e+00
9.750663347110974932e-01,-1.224931110226929354e+00
9.720606359237762284e-01,-1.225896923629498758e+00
9.692179431788402466e-01,-1.226812285186598572e+00
9.663758127713856227e-01,-1.227729392491304639e+00
9.640213125742179701e-01,-1.228490746600235717e+00
9.616672809638058261e-01,-1.229253546248600726e+00
9.594757997340577216e-01,-1.229964416986165876e+00
9.572843192338308382e-01,-1.230675287975930399e+00
9.552553576610474106e-01,-1.231334130032883944e+00
9.532268018447094260e-01,-1.231994217729166063e+00
9.507112012004851342e-01,-1.232811934469974169e+00
9.481945978502247518e-01,-1.233626560601578381e+00
9.451889256038172871e-01,-1.234592365413622828e+00
9.421803028044458683e-01,-1.235548934989792347e+00
9.386795354945988157e-01,-1.236646609668522023e+00
9.351734204385083737e-01,-1.237727070316918310e+00
9.311711803435206436e-01,-1.238934898134512075e+00
9.271608826689200500e-01,-1.240115661069763675e+00
9.226498071497976072e-01,-1.241406327906395157e+00
9.181279668915723891e-01,-1.242658128568707721e+00
9.130991005934476767e-01,-1.244000537118006955e+00
9.080591273860016965e-01,-1.245293002556339124e+00
9.025094130018420646e-01,-1.246658249501889637e+00
8.969465268243719258e-01,-1.247968934331317836e+00
8.908720297142795896e-01,-1.249337336612401428e+00
8.847844014563795989e-01,-1.250646018720426245e+00
8.785171908309573618e-01,-1.251929052866131320e+00
8.722376842723241763e-01,-1.253150484730485070e+00
8.659464791504489778e-01,-1.254310198064981563e+00
8.596441820379852050e-01,-1.255408080806678317e+00
8.534998867172488568e-01,-1.256418312277888027e+00
8.473465373416662061e-01,-1.257371936576549443e+00
8.410159586825994849e-01,-1.258293429840393163e+00
8.346771734714751867e-01,-1.259156604340128327e+00
8.283307104249747477e-01,-1.259961388248083569e+00
8.219771061127054690e-01,-1.260707713495480053e+00
8.161255524531738637e-01,-1.261342322781467074e+00
8.102687357085562869e-01,-1.261926625322376427e+00
8.049166639759788300e-01,-1.262415812008115257e+00
7.995608404763228094e-01,-1.262862269739166488e+00
7.943717632932015826e-01,-1.263254752851964868e+00
7.891799329310946742e-01,-1.263608994645003980e+00
7.844964062849307807e-01,-1.263895345246605517e+00
7.798110419870772914e-01,-1.264150054901000075e+00
7.756352439111601216e-01,-1.264350067443777759e+00
7.714582901086097788e-01,-1.264524432050909475e+00
7.671098737925545752e-01,-1.264679209849477237e+00
7.627605961494335896e-01,-1.264807280676091050e+00
7.589222475809503932e-01,-1.264897896442968017e+00
7.550834519485684071e-01,-1.264967294198504177e+00
7.510737505760566313e-01,-1.265017612639931066e+00
7.470638373887295014e-01,-1.265045767077456862e+00
7.435656154901744141e-01,-1.265052065653573088e+00
7.400674014921074795e-01,-1.265041174752219888e+00
7.370810938099012777e-01,-1.265018119684995002e+00
7.340949126028754046e-01,-1.264982224023877055e+00
7.309383172969756703e-01,-1.264930704134075823e+00
7.277819754087591075e-01,-1.264865611910587662e+00
7.251376326007935580e-01,-1.264800514534554887e+00
7.224935485435436400e-01,-1.264725670862013374e+00
7.196792152310715895e-01,-1.264635625406455022e+00
7.168652343893581191e-01,-1.264535207509873027e+00
7.142221404406311480e-01,-1.264431132043098982e+00
7.115794485937863012e-01,-1.264317315293332689e+00
7.091076018212912890e-01,-1.264202488031946015e+00
7.066361202014460607e-01,-1.264080068596823203e+00
7.041650267943758701e-01,-1.263950058136413590e+00
7.016943448982659870e-01,-1.263812457878239037e+00
6.987129051303089255e-01,-1.263639980449572819e+00
6.957316813075035133e-01,-1.263463839874513717e+00
6.922395511697019277e-01,-1.263256436083377343e+00
6.887472975064844460e-01,-1.263051176545361365e+00
6.847438985759325414e-01,-1.262819573769778048e+00
6.807402236237809490e-01,-1.262592887773558825e+00
6.762252929071979057e-01,-1.262342816300480841e+00
6.717100695261354337e-01,-1.262098289459347544e+00
6.666835595680302706e-01,-1.261832262645097513e+00
6.616567418391828825e-01,-1.261572408024393077e+00
6.561186193588582904e-01,-1.261292938783811657e+00
6.505801774991156750e-01,-1.261020269082723022e+00
6.445304254492820739e-01,-1.260729869852706519e+00
6.384803459281287452e-01,-1.260446897244587916e+00
6.320891971994820890e-01,-1.260157798052041089e+00
6.256975443348071764e-01,-1.259880465941945138e+00
6.193054626504733706e-01,-1.259612939096720341e+00
6.129130546453844808e-01,-1.259353256881175831e+00
6.065203300242348883e-01,-1.259101419681777134e+00
6.001272988842762945e-01,-1.258857427907956295e+00
5.937339712996312358e-01,-1.258621281953746118e+00
5.873403572653934646e-01,-1.258392982195928766e+00
5.811168619982535199e-01,-1.258178404211824919e+00
5.748930975074812988e-01,-1.257971464113455173e+00
5.691803605717291603e-01,-1.257788534917415380e+00
5.634673794382827339e-01,-1.257612617463479410e+00
5.579246398271617835e-01,-1.257448752255226232e+00
5.523816962869706471e-01,-1.257291691016846347e+00
5.470090403329928019e-01,-1.257146055424580577e+00
5.416362037150271869e-01,-1.257007015366967462e+00
5.367747060607013232e-01,-1.256887180188570596e+00
5.319130501629116825e-01,-1.256773313635707767e+00
5.272217830104384273e-01,-1.256669200831030286e+00
5.225303877026042931e-01,-1.256570848161520093e+00
5.180094174510120331e-01,-1.256481621819339534e+00
5.134883377502655888e-01,-1.256397946750304806e+00
5.094788447764475592e-01,-1.256328665085582719e+00
5.054692617767138074e-01,-1.256264307130166680e+00
5.019713730095820559e-01,-1.256211384733513015e+00
4.984734479922057204e-01,-1.256160609849167109e+00
4.951460914427057713e-01,-1.256114354189264537e+00
4.918187065011530579e-01,-1.256070141447128474e+00
4.886619021750675529e-01,-1.256030133857081843e+00
4.855050734712961780e-01,-1.255992064526661789e+00
4.825188359608785782e-01,-1.255957886225061992e+00
4.795325777687052260e-01,-1.255925541506946796e+00
4.767169206665123338e-01,-1.255896773656678844e+00
4.739012463631635530e-01,-1.255869734697493856e+00
4.712561823482445122e-01,-1.255845958409296692e+00
4.686111043753931060e-01,-1.255823806304045220e+00
4.661366451660897137e-01,-1.255804602639058354e+00
4.636621749896925881e-01,-1.255786918433937194e+00
4.610170610609788389e-01,-1.255769638998837534e+00
4.583719373022339116e-01,-1.255753983775414584e+00
4.558974390869990900e-01,-1.255740857908553387e+00
4.534229335181560461e-01,-1.255729251521382039e+00
4.504365314554601984e-01,-1.255719829551609878e+00
4.474501181854710907e-01,-1.255717744463965557e+00
4.439519262634795127e-01,-1.255727118449733837e+00
4.404536904135786801e-01,-1.255751532918148783e+00
4.364440337541524717e-01,-1.255800450288577785e+00
4.324347422255218620e-01,-1.255873990106366689e+00
4.282556226128739763e-01,-1.255980172461564237e+00
4.240774824361084328e-01,-1.256119713463504706e+00
4.197304389933227409e-01,-1.256303657367716209e+00
4.153854097221389985e-01,-1.256530301301876706e+00
4.108729798128263333e-01,-1.256814327634433681e+00
4.063641660278825563e-01,-1.257150978290625165e+00
4.016902122801040975e-01,-1.257559178061143035e+00
3.970221924086835275e-01,-1.258030474730469361e+00
3.921922494920670466e-01,-1.258588626324750548e+00
3.873714339124721406e-01,-1.259220845338072214e+00
3.823930837430146723e-01,-1.259956295502985046e+00
3.774281002487910874e-01,-1.260777211742795556e+00
3.719760245737931403e-01,-1.261780412581299693e+00
3.665440277812934133e-01,-1.262887170589389152e+00
3.609691829761529358e-01,-1.264139348697209231e+00
3.554216638131985628e-01,-1.265507589010276712e+00
3.494119693259042370e-01,-1.267129492547069969e+00
3.434406488005634084e-01,-1.268887421175276975e+00
3.373498948443677259e-01,-1.270835942827892806e+00
3.313074908362816373e-01,-1.272929660075436731e+00
3.253160624773600018e-01,-1.275165593834469480e+00
3.193783781292512391e-01,-1.277540623905597306e+00
3.134958613723723420e-01,-1.280049965735225559e+00
3.076702090304992976e-01,-1.282688639643448480e+00
3.019033519897181272e-01,-1.285453620532905683e+00
2.961972177464087808e-01,-1.288341811866615672e+00
2.905533948421252788e-01,-1.291350215085688591e+00
2.849735756410966547e-01,-1.294475708922449897e+00
2.794590914473971122e-01,-1.297715302653574598e+00
2.740113791483410055e-01,-1.301065880348146964e+00
2.686315486250410167e-01,-1.304524459348524568e+00
2.633209132830761634e-01,-1.308087866175407621e+00
2.580828443316754983e-01,-1.311753837480536644e+00
2.529096173426275684e-01,-1.315527781262584961e+00
2.478184467743507202e-01,-1.319394715088482384e+00
2.428000374078189694e-01,-1.323359239415852873e+00
2.379881437267469257e-01,-1.327309128341458866e+00
2.332497096270911285e-01,-1.331347011162639538e+00
2.286276118093142906e-01,-1.335432493984273217e+00
2.240789437512232252e-01,-1.339599607421890326e+00
2.197961329489889759e-01,-1.343663216654609638e+00
2.155837763026814680e-01,-1.347799842165106732e+00
2.117993557530108428e-01,-1.351641485897652428e+00
2.080767222516997916e-01,-1.355543053651467877e+00
2.047605760068570979e-01,-1.359124952122385599e+00
2.014953375633920518e-01,-1.362753328130035468e+00
1.983928167217061667e-01,-1.366298178734302704e+00
1.953384691086306191e-01,-1.369884609077154813e+00
1.924405566529956424e-01,-1.373379797274567160e+00
1.895879591279057697e-01,-1.376912057626520358e+00
1.870954705190917833e-01,-1.380077160417648052e+00
1.846400832273493164e-01,-1.383271129741808991e+00
1.823235410089644182e-01,-1.386356409999618400e+00
1.800412507886291202e-01,-1.389467104381433726e+00
1.778919347472335821e-01,-1.392463557237354488e+00
1.757740245016028158e-01,-1.395482282855795786e+00
1.737833551311693814e-01,-1.398381704306971507e+00
1.718212771202582978e-01,-1.401300544334434628e+00
1.701677505066935825e-01,-1.403810005821725104e+00
1.685358670945192872e-01,-1.406333590855846305e+00
1.670164146287876350e-01,-1.408726598714708844e+00
1.655161225327525243e-01,-1.411131659845998865e+00
1.641235252753268370e-01,-1.413402728444978607e+00
1.627477091439430978e-01,-1.415683997164748131e+00
1.614751211125412256e-01,-1.417828208720933070e+00
1.602170531551985189e-01,-1.419980967542793238e+00
1.588891862335424787e-01,-1.422290463138635275e+00
1.575783807299986627e-01,-1.424609682310839620e+00
1.563668879884838880e-01,-1.426788985109328944e+00
1.551701499249896476e-01,-1.428976423209654012e+00
1.537431160821312315e-01,-1.431621345042122684e+00
1.523290989493804315e-01,-1.434273244173836170e+00
1.506866411672399819e-01,-1.437383416267714820e+00
1.490537457571630975e-01,-1.440498612755371832e+00
1.473486603725510935e-01,-1.443768608852188606e+00
1.456475943155095820e-01,-1.447040695846224745e+00
1.438688868810072408e-01,-1.450464700434265231e+00
1.420880778005992884e-01,-1.453887611922760392e+00
1.402230570919849595e-01,-1.457458986220859121e+00
1.383492691503313832e-01,-1.461025769341816716e+00
1.362239355214345804e-01,-1.465038399277754699e+00
1.340813775672596020e-01,-1.469041850908777702e+00
1.318367238845832290e-01,-1.473183961755866411e+00
1.295666780008722374e-01,-1.477312215027873465e+00
1.270178984769532171e-01,-1.481870835410835419e+00
1.244328222653179050e-01,-1.486408960295918957e+00
1.215503746704705706e-01,-1.491366002478530683e+00
1.186193912864629968e-01,-1.496294478924388827e+00
1.153712089974241045e-01,-1.501628834004360202e+00
1.120643649214276838e-01,-1.506926861258033989e+00
1.086219412742534945e-01,-1.512312250967326577e+00
1.051169856712393103e-01,-1.517671454218969318e+00
1.015617209384207520e-01,-1.522989452194566606e+00
9.795429909647042355e-02,-1.528272430061581977e+00
9.429514640970859674e-02,-1.533519766946533691e+00
9.058463104706813984e-02,-1.538730935619766482e+00
8.682466948056323519e-02,-1.543906627411777421e+00
8.301721578214824038e-02,-1.549047490940866689e+00
7.916259417249138508e-02,-1.554153088650482628e+00
7.526113223530596363e-02,-1.559222986758643792e+00
7.141984038604831664e-02,-1.564123829747259053e+00
6.753657215883887566e-02,-1.568991492545175337e+00
6.350415908501000350e-02,-1.573957963571058771e+00
5.942922833387315196e-02,-1.578889595454677996e+00
5.531207534158461697e-02,-1.583786031095503422e+00
5.115300303187250014e-02,-1.588646910358703757e+00
4.706566980278490547e-02,-1.593344585291489812e+00
4.294097811631730766e-02,-1.598009504341578069e+00
3.866525101312941193e-02,-1.602768181442623119e+00
3.435170015241461455e-02,-1.607492584560184401e+00
3.000059426080193409e-02,-1.612182419749077278e+00
2.561220912997616214e-02,-1.616837389845150241e+00
2.154191313808662828e-02,-1.621089115133948377e+00
1.744039237237632323e-02,-1.625310760335895166e+00
1.366819820088487070e-02,-1.629138984306255145e+00
9.870224708264145608e-03,-1.632941658453468392e+00
5.925335599527936301e-03,-1.636838440156335173e+00
1.954228976368162229e-03,-1.640708485867023336e+00
-1.673069108379018118e-03,-1.644198164860708022e+00
-5.321735545649266402e-03,-1.647665516302513788e+00
-8.617619182019631979e-03,-1.650761228326876440e+00
-1.193056863413119104e-02,-1.653838684149078864e+00
-1.488279646972147027e-02,-1.656552489407917994e+00
-1.784832625474603099e-02,-1.659251760537013842e+00
-2.095379999036956972e-02,-1.662050636072529564e+00
-2.407298273070106881e-02,-1.664834216293154423e+00
-2.682155216000113584e-02,-1.667264408220036298e+00
-2.958054773250350447e-02,-1.669682763249779489e+00
-3.222113579054641797e-02,-1.671977329373409038e+00
-3.487156485460970318e-02,-1.674260521017429948e+00
-3.714196412399935199e-02,-1.676200601451711902e+00
-3.941949876230518846e-02,-1.678132301178754782e+00
-4.183466425667979605e-02,-1.680165475953437237e+00
-4.425730495306622048e-02,-1.682189734106221746e+00
-4.655605500310807526e-02,-1.684096131187085454e+00
-4.886181555075171101e-02,-1.685994042866280518e+00
-5.077765946481247600e-02,-1.687560178995113347e+00
-5.269830392129092045e-02,-1.689120422237063712e+00
-5.475650211176052995e-02,-1.690781939945089407e+00
-5.681979338416286857e-02,-1.692437127322852231e+00
-5.875473181598633160e-02,-1.693979604980971221e+00
-6.069439849107558654e-02,-1.695516131603814536e+00
-6.250425988622643203e-02,-1.696941706339938571e+00
-6.431761838196978220e-02,-1.698362828687953741e+00
-6.653656911557007114e-02,-1.700096317387221445e+00
-6.875658380957186400e-02,-1.701828441725251384e+00
-7.137953462358723189e-02,-1.703876244647365423e+00
-7.399996628397793874e-02,-1.705927266081851856e+00
-7.701833257156508183e-02,-1.708300232338706870e+00
-8.002939518312583711e-02,-1.710682453172290618e+00
-8.343096645945627388e-02,-1.713395773535983713e+00
-8.681916356281386971e-02,-1.716125768124843409e+00
-9.058789290600158250e-02,-1.719198798954966412e+00
-9.433577670785445179e-02,-1.722297209055469791e+00
-9.845149501336994402e-02,-1.725753223808625725e+00
-1.025373527496794279e-01,-1.729244478752256731e+00
-1.069766493087717096e-01,-1.733109021301776576e+00
-1.113777705076940960e-01,-1.737016967394042988e+00
-1.161194157312636643e-01,-1.741311291429920471e+00
-1.208186505679522682e-01,-1.745651953966835368e+00
-1.254750348107629976e-01,-1.750038548499670554e+00
-1.300881249137638418e-01,-1.754470658117364801e+00
-1.346588916366988631e-01,-1.758946495248296937e+00
-1.391882629308967279e-01,-1.763464223010164922e+00
-1.436758530665697975e-01,-1.768023456881204325e+00
-1.481212795089255907e-01,-1.772623808464172779e+00
-1.525256247185764469e-01,-1.777263574500089094e+00
-1.568899301991196205e-01,-1.781941002471792768e+00
-1.612138527251356646e-01,-1.786655725496881564e+00
-1.654969816785076542e-01,-1.791407299367118844e+00
-1.697248131173902941e-01,-1.796179974899226650e+00
-1.739403003125735425e-01,-1.801021870308193273e+00
-1.779901858229171185e-01,-1.805751487635722352e+00
-1.820023309969691638e-01,-1.810513429454749579e+00
-1.859401114770829200e-01,-1.815263519910204737e+00
-1.898398772276665147e-01,-1.820044896479109164e+00
-1.935368226366326883e-01,-1.824649284043318831e+00
-1.971997624183013109e-01,-1.829280792959661284e+00
-2.007198220965678293e-01,-1.833799661707886441e+00
-2.042065034397077261e-01,-1.838344345030232585e+00
-2.073525053166254961e-01,-1.842505477091395338e+00
-2.104703433516251498e-01,-1.846687774990385389e+00
-2.132580124568736746e-01,-1.850477932003939063e+00
-2.160223624539907294e-01,-1.854285144522339834e+00
-2.186650595252420393e-01,-1.857969831412229045e+00
-2.212873526016151393e-01,-1.861669068470742205e+00
-2.237912834563464126e-01,-1.865243037770195844e+00
-2.262754235578760542e-01,-1.868830792387210282e+00
-2.284516859752884488e-01,-1.872009214131212795e+00
-2.306123083565689291e-01,-1.875198294619532913e+00
-2.328522261376628766e-01,-1.878539652694166007e+00
-2.350756972207689866e-01,-1.881891971509883410e+00
-2.370027868411405669e-01,-1.884826696065349472e+00
-2.389172425988823623e-01,-1.887769681997031102e+00
-2.405425464976527206e-01,-1.890290129818392728e+00
-2.421585500424351389e-01,-1.892816551222692212e+00
-2.438566384430850553e-01,-1.895492982468984566e+00
-2.455448497538307850e-01,-1.898175651803720942e+00
-2.471328187027557188e-01,-1.900719782848475203e+00
-2.487113999421328991e-01,-1.903269749035910063e+00
-2.500133932454692287e-01,-1.905388892647090771e+00
-2.513088705028734826e-01,-1.907512024266769801e+00
-2.526862496457256690e-01,-1.909785056457767860e+00
-2.540566399476517634e-01,-1.912062307753591428e+00
-2.553324972467537202e-01,-1.914197284841420155e+00
-2.566017904012451445e-01,-1.916336170212212808e+00
-2.578645075566889378e-01,-1.918478943890862931e+00
-2.591206367970536606e-01,-1.920625585649440970e+00
-2.606249366478429197e-01,-1.923220043587570149e+00
-2.621164690042997458e-01,-1.925821860722193302e+00
-2.638447289092127335e-01,-1.928877812339730546e+00
-2.655523025064472353e-01,-1.931945367542657888e+00
-2.674817114252244221e-01,-1.935474924368108862e+00
-2.693807006967116613e-01,-1.939020931639539480e+00
-2.714830563093866278e-01,-1.943038096116928237e+00
-2.735433425560417908e-01,-1.947076938578920169e+00
-2.757846837443311827e-01,-1.951596795701881382e+00
-2.779720657507980808e-01,-1.956147492086633743e+00
-2.801685434129752572e-01,-1.960876011727270551e+00
-2.822988493889950767e-01,-1.965636795219643629e+00
-2.844245850648694507e-01,-1.970585680877545709e+00
-2.864710822883212438e-01,-1.975567897928013350e+00
-2.886194238455561667e-01,-1.981060039623240288e+00
-2.906696633498107585e-01,-1.986589520032090661e+00
-2.927843230778711114e-01,-1.992625806989396731e+00
-2.947874974139974569e-01,-1.998699989642962471e+00
-2.966299773830832209e-01,-2.004646752051752134e+00
-2.983663400660906406e-01,-2.010625388791512869e+00
-3.000406513045315582e-01,-2.016798497422494840e+00
-3.016048408888835075e-01,-2.023000423199177167e+00
-3.030215604773484062e-01,-2.029062889211622700e+00
-3.043339000101495384e-01,-2.035148817875678251e+00
-3.054457467662472503e-01,-2.040754218381959362e+00
-3.064680004879680175e-01,-2.046376673478806474e+00
-3.074282131895741954e-01,-2.052182923253853541e+00
-3.082956442902748395e-01,-2.058003744047114836e+00
-3.090060538861651995e-01,-2.063330364548426665e+00
-3.096379105303245782e-01,-2.068666889020973620e+00
-3.101428846639672221e-01,-2.073503029283495724e+00
-3.105854618820853563e-01,-2.078345284539846460e+00
-3.109282386218971683e-01,-2.082682646171649665e+00
-3.112203866927514273e-01,-2.087023712590570845e+00
-3.114536820766919401e-01,-2.091197552964185746e+00
-3.116408262372186710e-01,-2.095373710286069890e+00
-3.117667914959345588e-01,-2.099040219020189557e+00
-3.118567208406167190e-01,-2.102707786495284115e+00
-3.119119325946569932e-01,-2.106546607501192714e+00
-3.119270623869814796e-01,-2.110385786594374924e+00
-3.119043431150902990e-01,-2.114054365657198176e+00
-3.118455749534650989e-01,-2.117722541889404564e+00
-3.117562448799177099e-01,-2.121219482355724661e+00
-3.116347017458664936e-01,-2.124715449110555987e+00
-3.115052803222257416e-01,-2.127698949257084582e+00
-3.113520389674003797e-01,-2.130681318769012123e+00
-3.111859649454598586e-01,-2.133492118398000681e+00
-3.109991764515658286e-01,-2.136301613651249820e+00
-3.108050658992176918e-01,-2.138939569026816478e+00
-3.105931347879941073e-01,-2.141576149250151495e+00
-3.103782126778905082e-01,-2.144041252705193745e+00
-3.101466382375002717e-01,-2.146504844951181656e+00
-3.098813063285053571e-01,-2.149136579856261609e+00
-3.095981975050821622e-01,-2.151766459796306652e+00
-3.092973246707301227e-01,-2.154394365347401585e+00
-3.089787015389159897e-01,-2.157020176943090117e+00
-3.086232124089341444e-01,-2.159813393720380503e+00
-3.082540010021275201e-01,-2.162604828090810560e+00
-3.078966913002877392e-01,-2.165225729466876636e+00
-3.075313329486342173e-01,-2.167845520355090372e+00
-3.071842728189803085e-01,-2.170295582901960785e+00
-3.068342023026990328e-01,-2.172745217160485964e+00
-3.064591871738809870e-01,-2.175363655306253641e+00
-3.060857797564509042e-01,-2.177982324782461898e+00
-3.056925676227914002e-01,-2.180770509475642438e+00
-3.053062062227464013e-01,-2.183559655778041897e+00
-3.049064325206752857e-01,-2.186519149700180353e+00
-3.045193865548986301e-01,-2.189480337330683479e+00
-3.041265824446822141e-01,-2.192612748209665785e+00
-3.037530246204026563e-01,-2.195747516113706332e+00
-3.033826343207325360e-01,-2.199054324610729694e+00
-3.030386579980279826e-01,-2.202363990006950711e+00
-3.026758065664789665e-01,-2.206185992605677715e+00
-3.023505269583806609e-01,-2.210011377172623082e+00
-3.020285100403352074e-01,-2.214350225333131306e+00
-3.017571350488322257e-01,-2.218692536385214797e+00
-3.015149625525855859e-01,-2.223548758739610332e+00
-3.013384044501138392e-01,-2.228407811024488261e+00
-3.012282391732659104e-01,-2.233439176063348075e+00
-3.011953062405752224e-01,-2.238471656321169512e+00
-3.012458125429901545e-01,-2.244015472000176814e+00
-3.013847875586695424e-01,-2.249557772977036851e+00
-3.016331683532822439e-01,-2.255608187513460372e+00
-3.019780625424587361e-01,-2.261653857664672529e+00
-3.024461730841418450e-01,-2.268033031286063927e+00
-3.030199128005470754e-01,-2.274403571078508879e+00
-3.036791406733640453e-01,-2.280594565334812973e+00
-3.044370705300771252e-01,-2.286774273960182402e+00
-3.052838327070458435e-01,-2.292885192141450368e+00
-3.062242546815237554e-01,-2.298982405364296877e+00
-3.072119083433496600e-01,-2.304803437460464455e+00
-3.082852032583418556e-01,-2.310609300257822962e+00
-3.093403166727043407e-01,-2.315897984602673265e+00
-3.104667611450523390e-01,-2.321171948612051228e+00
-3.115478371754311637e-01,-2.325932202227028789e+00
-3.126872852968502481e-01,-2.330678824690935347e+00
-3.138417018022356397e-01,-2.335246166661528733e+00
-3.150493202956070049e-01,-2.339799722858212139e+00
-3.161705939398237186e-01,-2.343846635442866866e+00
-3.173340530223742739e-01,-2.347881620180385376e+00
-3.184894289559186409e-01,-2.351741228770592329e+00
-3.196826701745430488e-01,-2.355589291707422817e+00
-3.208604238291221655e-01,-2.359263408432455744e+00
-3.220719712330840090e-01,-2.362926514206916906e+00
-3.232621520981043273e-01,-2.366416835557261233e+00
-3.244844346605804675e-01,-2.369896041135987730e+00
-3.256796861168126389e-01,-2.373203807952281252e+00
-3.269033333516114803e-01,-2.376501171745052154e+00
-3.279713899564214441e-01,-2.379310294365162726e+00
-3.290601213908768141e-01,-2.382111464817789681e+00
-3.301056819584585189e-01,-2.384746289124953122e+00
-3.311690184468942810e-01,-2.387373980252463834e+00
-3.321850171548413888e-01,-2.389836704252180422e+00
-3.332176285190340259e-01,-2.392292496266970492e+00
-3.343339983872484211e-01,-2.394898070709734483e+00
-3.354679458663807345e-01,-2.397496036471535863e+00
-3.364101968021873668e-01,-2.399619140772915049e+00
-3.373641679602992216e-01,-2.401736994843689299e+00
-3.382582928964359970e-01,-2.403694624741105734e+00
-3.391620183123286725e-01,-2.405647815605201689e+00
-3.402903243804822897e-01,-2.408061054911622367e+00
-3.414264052711869502e-01,-2.410471585335790756e+00
-3.427864140860718556e-01,-2.413341221230738132e+00
-3.441500971031430933e-01,-2.416209508073655865e+00
-3.457345886757706155e-01,-2.419539591823216984e+00
-3.473170388104494521e-01,-2.422870655566900844e+00
-3.491132669045944881e-01,-2.426666747138958247e+00
